/mnt/disk3/conda/envs/SQAttn/lib/python3.10/site-packages/torch/utils/cpp_extension.py:1964: UserWarning: TORCH_CUDA_ARCH_LIST is not set, all archs for visible cards are included for compilation. 
If this is not desired, please set os.environ['TORCH_CUDA_ARCH_LIST'].
  warnings.warn(
2025-06-09 11:51:30.730 | INFO     | __main__:main:69 - loading llm model /mnt/disk3/hg/hub/models--Qwen--Qwen2.5-Math-1.5B/snapshots/4a83ca6e4526a4f2da3aa259ec36c259f66b2ab2
2025-06-09 11:51:47.462 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 960, similarity: 0.9999879598617554, rmse: 0.015649784356355667
Running SQAttn...:   7%|▋         | 2/28 [00:01<00:14,  1.83it/s]2025-06-09 11:51:47.596 | INFO     | sparse_quant_attn.compression.entrance:grid_search_block_window_size_8bit_only:118 - Starting grid search for optimal window sizes for layer 2
2025-06-09 11:51:47.620 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 32, similarity: 0.9993782043457031, rmse: 0.18265242874622345
2025-06-09 11:51:47.636 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 64, similarity: 0.9996885657310486, rmse: 0.1292605996131897
2025-06-09 11:51:47.653 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 96, similarity: 0.999777615070343, rmse: 0.10921333730220795
2025-06-09 11:51:47.670 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 128, similarity: 0.9998530149459839, rmse: 0.08876989781856537
2025-06-09 11:51:47.686 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 160, similarity: 0.9998970031738281, rmse: 0.07434334605932236
2025-06-09 11:51:47.703 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 192, similarity: 0.9999202489852905, rmse: 0.065398208796978
2025-06-09 11:51:47.720 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 224, similarity: 0.9999685287475586, rmse: 0.041045237332582474
2025-06-09 11:51:47.737 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 256, similarity: 0.9999724626541138, rmse: 0.038453951478004456
2025-06-09 11:51:47.754 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 288, similarity: 0.9999769926071167, rmse: 0.03518768027424812
2025-06-09 11:51:47.771 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 320, similarity: 0.9999827146530151, rmse: 0.030402498319745064
2025-06-09 11:51:47.788 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 352, similarity: 0.9999852776527405, rmse: 0.028078259900212288
2025-06-09 11:51:47.805 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 384, similarity: 0.9999877214431763, rmse: 0.02574375458061695
2025-06-09 11:51:47.822 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 416, similarity: 0.9999905228614807, rmse: 0.02254803106188774
2025-06-09 11:51:47.838 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 448, similarity: 0.9999912977218628, rmse: 0.021513590589165688
2025-06-09 11:51:47.855 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 480, similarity: 0.9999924898147583, rmse: 0.02001144550740719
2025-06-09 11:51:47.872 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 512, similarity: 0.9999936819076538, rmse: 0.01829223893582821
2025-06-09 11:51:47.889 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 544, similarity: 0.9999950528144836, rmse: 0.016223162412643433
2025-06-09 11:51:47.906 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 576, similarity: 0.9999954700469971, rmse: 0.015469109639525414
Running SQAttn...:  11%|█         | 3/28 [00:01<00:12,  2.01it/s]2025-06-09 11:51:48.030 | INFO     | sparse_quant_attn.compression.entrance:grid_search_block_window_size_8bit_only:118 - Starting grid search for optimal window sizes for layer 3
2025-06-09 11:51:48.053 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 32, similarity: 0.9996705651283264, rmse: 0.13472597301006317
2025-06-09 11:51:48.069 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 64, similarity: 0.9998403191566467, rmse: 0.09379427880048752
2025-06-09 11:51:48.086 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 96, similarity: 0.9999014735221863, rmse: 0.07371439784765244
2025-06-09 11:51:48.102 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 128, similarity: 0.9999367594718933, rmse: 0.05903272330760956
2025-06-09 11:51:48.119 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 160, similarity: 0.9999610185623169, rmse: 0.046313051134347916
2025-06-09 11:51:48.135 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 192, similarity: 0.9999715089797974, rmse: 0.039542678743600845
2025-06-09 11:51:48.152 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 224, similarity: 0.9999764561653137, rmse: 0.03603643551468849
2025-06-09 11:51:48.169 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 256, similarity: 0.9999796152114868, rmse: 0.03350969776511192
2025-06-09 11:51:48.186 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 288, similarity: 0.9999821782112122, rmse: 0.03134358674287796
2025-06-09 11:51:48.203 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 320, similarity: 0.9999839067459106, rmse: 0.029736483469605446
2025-06-09 11:51:48.219 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 352, similarity: 0.9999854564666748, rmse: 0.02826623246073723
2025-06-09 11:51:48.238 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 384, similarity: 0.9999871253967285, rmse: 0.026649877429008484
2025-06-09 11:51:48.255 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 416, similarity: 0.999988317489624, rmse: 0.025427790358662605
2025-06-09 11:51:48.272 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 448, similarity: 0.9999889135360718, rmse: 0.024619298055768013
2025-06-09 11:51:48.288 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 480, similarity: 0.99998939037323, rmse: 0.02403159812092781
2025-06-09 11:51:48.305 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 512, similarity: 0.9999898672103882, rmse: 0.02353295311331749
2025-06-09 11:51:48.322 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 544, similarity: 0.9999903440475464, rmse: 0.02297406643629074
2025-06-09 11:51:48.339 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 576, similarity: 0.9999911785125732, rmse: 0.021857162937521935
2025-06-09 11:51:48.356 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 608, similarity: 0.9999921321868896, rmse: 0.020777350291609764
2025-06-09 11:51:48.377 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 640, similarity: 0.9999925494194031, rmse: 0.020209314301609993
2025-06-09 11:51:48.394 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 672, similarity: 0.999993085861206, rmse: 0.019543882459402084
2025-06-09 11:51:48.410 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 704, similarity: 0.999993622303009, rmse: 0.01869601383805275
2025-06-09 11:51:48.427 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 736, similarity: 0.9999939799308777, rmse: 0.01804826408624649
2025-06-09 11:51:48.444 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 768, similarity: 0.9999942779541016, rmse: 0.017637478187680244
2025-06-09 11:51:48.461 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 800, similarity: 0.9999946355819702, rmse: 0.017024509608745575
2025-06-09 11:51:48.478 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 832, similarity: 0.999995231628418, rmse: 0.01619846001267433
2025-06-09 11:51:48.495 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 864, similarity: 0.999995768070221, rmse: 0.015253277495503426
Running SQAttn...:  14%|█▍        | 4/28 [00:02<00:12,  1.87it/s]2025-06-09 11:51:48.625 | INFO     | sparse_quant_attn.compression.entrance:grid_search_block_window_size_8bit_only:118 - Starting grid search for optimal window sizes for layer 4
2025-06-09 11:51:48.647 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 32, similarity: 0.9995342493057251, rmse: 0.16393807530403137
2025-06-09 11:51:48.664 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 64, similarity: 0.9997133612632751, rmse: 0.12860870361328125
2025-06-09 11:51:48.680 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 96, similarity: 0.999799370765686, rmse: 0.10762741416692734
2025-06-09 11:51:48.697 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 128, similarity: 0.999856173992157, rmse: 0.09111937880516052
2025-06-09 11:51:48.714 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 160, similarity: 0.9998972415924072, rmse: 0.0770125612616539
2025-06-09 11:51:48.731 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 192, similarity: 0.9999136924743652, rmse: 0.07055453956127167
2025-06-09 11:51:48.747 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 224, similarity: 0.999936044216156, rmse: 0.060760870575904846
2025-06-09 11:51:48.764 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 256, similarity: 0.9999470710754395, rmse: 0.05520724505186081
2025-06-09 11:51:48.781 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 288, similarity: 0.9999573230743408, rmse: 0.049601051956415176
2025-06-09 11:51:48.798 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 320, similarity: 0.9999657869338989, rmse: 0.044422611594200134
2025-06-09 11:51:48.815 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 352, similarity: 0.9999712109565735, rmse: 0.04066518694162369
2025-06-09 11:51:48.832 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 384, similarity: 0.9999741315841675, rmse: 0.03862440213561058
2025-06-09 11:51:48.848 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 416, similarity: 0.9999781847000122, rmse: 0.035445619374513626
2025-06-09 11:51:48.865 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 448, similarity: 0.9999818205833435, rmse: 0.03236875310540199
2025-06-09 11:51:48.882 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 480, similarity: 0.9999847412109375, rmse: 0.029652751982212067
2025-06-09 11:51:48.899 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 512, similarity: 0.9999864101409912, rmse: 0.027972538024187088
2025-06-09 11:51:48.916 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 544, similarity: 0.9999887943267822, rmse: 0.025242675095796585
2025-06-09 11:51:48.933 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 576, similarity: 0.9999899864196777, rmse: 0.024049915373325348
2025-06-09 11:51:48.950 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 608, similarity: 0.9999911785125732, rmse: 0.022606324404478073
2025-06-09 11:51:48.967 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 640, similarity: 0.9999925494194031, rmse: 0.020670583471655846
2025-06-09 11:51:48.984 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 672, similarity: 0.9999936819076538, rmse: 0.018873658031225204
2025-06-09 11:51:49.001 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 704, similarity: 0.9999943971633911, rmse: 0.01786111854016781
2025-06-09 11:51:49.017 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 736, similarity: 0.9999949336051941, rmse: 0.016942746937274933
2025-06-09 11:51:49.034 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 768, similarity: 0.9999956488609314, rmse: 0.01569943316280842
Running SQAttn...:  18%|█▊        | 5/28 [00:02<00:12,  1.87it/s]2025-06-09 11:51:49.166 | INFO     | sparse_quant_attn.compression.entrance:grid_search_block_window_size_8bit_only:118 - Starting grid search for optimal window sizes for layer 5
2025-06-09 11:51:49.189 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 32, similarity: 0.9993715286254883, rmse: 0.19194123148918152
2025-06-09 11:51:49.205 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 64, similarity: 0.9996706247329712, rmse: 0.138977512717247
2025-06-09 11:51:49.222 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 96, similarity: 0.9997752904891968, rmse: 0.11481007933616638
2025-06-09 11:51:49.239 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 128, similarity: 0.9998338222503662, rmse: 0.0987202525138855
2025-06-09 11:51:49.255 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 160, similarity: 0.9998708963394165, rmse: 0.08703041821718216
2025-06-09 11:51:49.272 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 192, similarity: 0.9998963475227356, rmse: 0.07797257602214813
2025-06-09 11:51:49.289 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 224, similarity: 0.9999164342880249, rmse: 0.07000398635864258
2025-06-09 11:51:49.306 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 256, similarity: 0.9999269843101501, rmse: 0.06544153392314911
2025-06-09 11:51:49.323 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 288, similarity: 0.9999374747276306, rmse: 0.06058374047279358
2025-06-09 11:51:49.340 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 320, similarity: 0.999945878982544, rmse: 0.05633755400776863
2025-06-09 11:51:49.356 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 352, similarity: 0.9999516606330872, rmse: 0.05322345718741417
2025-06-09 11:51:49.373 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 384, similarity: 0.9999577403068542, rmse: 0.04981061816215515
2025-06-09 11:51:49.390 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 416, similarity: 0.9999628067016602, rmse: 0.04667673632502556
2025-06-09 11:51:49.408 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 448, similarity: 0.9999669790267944, rmse: 0.043944958597421646
2025-06-09 11:51:49.425 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 480, similarity: 0.9999707341194153, rmse: 0.04145091772079468
2025-06-09 11:51:49.442 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 512, similarity: 0.9999744296073914, rmse: 0.03873913735151291
2025-06-09 11:51:49.458 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 544, similarity: 0.9999774694442749, rmse: 0.03637756034731865
2025-06-09 11:51:49.475 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 576, similarity: 0.9999797344207764, rmse: 0.0344897024333477
2025-06-09 11:51:49.492 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 608, similarity: 0.9999818205833435, rmse: 0.03271603584289551
2025-06-09 11:51:49.509 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 640, similarity: 0.9999840259552002, rmse: 0.030649084597826004
2025-06-09 11:51:49.526 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 672, similarity: 0.9999862909317017, rmse: 0.02835976332426071
2025-06-09 11:51:49.543 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 704, similarity: 0.9999876618385315, rmse: 0.026805469766259193
2025-06-09 11:51:49.560 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 736, similarity: 0.9999887943267822, rmse: 0.02565733529627323
2025-06-09 11:51:49.576 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 768, similarity: 0.9999898076057434, rmse: 0.024399906396865845
2025-06-09 11:51:49.593 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 800, similarity: 0.9999910593032837, rmse: 0.02293993905186653
2025-06-09 11:51:49.610 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 832, similarity: 0.9999926090240479, rmse: 0.020878920331597328
2025-06-09 11:51:49.627 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 864, similarity: 0.9999939203262329, rmse: 0.01882781833410263
2025-06-09 11:51:49.645 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 896, similarity: 0.9999948740005493, rmse: 0.01748945564031601
2025-06-09 11:51:49.662 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 928, similarity: 0.9999952912330627, rmse: 0.016752174124121666
2025-06-09 11:51:49.678 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 960, similarity: 0.9999957084655762, rmse: 0.015829460695385933
Running SQAttn...:  21%|██▏       | 6/28 [00:03<00:12,  1.75it/s]2025-06-09 11:51:49.810 | INFO     | sparse_quant_attn.compression.entrance:grid_search_block_window_size_8bit_only:118 - Starting grid search for optimal window sizes for layer 6
2025-06-09 11:51:49.833 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 32, similarity: 0.9992318749427795, rmse: 0.2156214714050293
2025-06-09 11:51:49.849 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 64, similarity: 0.999504566192627, rmse: 0.17319238185882568
2025-06-09 11:51:49.866 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 96, similarity: 0.9996543526649475, rmse: 0.1446879506111145
2025-06-09 11:51:49.882 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 128, similarity: 0.9997542500495911, rmse: 0.12203006446361542
2025-06-09 11:51:49.899 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 160, similarity: 0.999811053276062, rmse: 0.10695652663707733
2025-06-09 11:51:49.916 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 192, similarity: 0.9998412132263184, rmse: 0.09807755053043365
2025-06-09 11:51:49.933 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 224, similarity: 0.9998895525932312, rmse: 0.08179844915866852
2025-06-09 11:51:49.950 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 256, similarity: 0.9998985528945923, rmse: 0.07838191837072372
2025-06-09 11:51:49.967 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 288, similarity: 0.9999129772186279, rmse: 0.07258290797472
2025-06-09 11:51:49.983 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 320, similarity: 0.999933123588562, rmse: 0.0636368915438652
2025-06-09 11:51:50.000 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 352, similarity: 0.9999469518661499, rmse: 0.05666273459792137
