/mnt/disk3/conda/envs/SQAttn/lib/python3.10/site-packages/torch/utils/cpp_extension.py:1964: UserWarning: TORCH_CUDA_ARCH_LIST is not set, all archs for visible cards are included for compilation. 
If this is not desired, please set os.environ['TORCH_CUDA_ARCH_LIST'].
  warnings.warn(
2025-06-09 11:51:30.679 | INFO     | __main__:main:69 - loading llm model /mnt/disk3/hg/hub/models--Qwen--Qwen2.5-Math-1.5B/snapshots/4a83ca6e4526a4f2da3aa259ec36c259f66b2ab2
2025-06-09 11:51:46.533 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 64, similarity: 0.9996886253356934, rmse: 0.12927070260047913
2025-06-09 11:51:46.550 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 96, similarity: 0.9997777342796326, rmse: 0.10924269258975983
2025-06-09 11:51:46.567 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 128, similarity: 0.9998530149459839, rmse: 0.08881530165672302
2025-06-09 11:51:46.584 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 160, similarity: 0.9998968839645386, rmse: 0.07439259439706802
2025-06-09 11:51:46.601 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 192, similarity: 0.9999203085899353, rmse: 0.06544650346040726
2025-06-09 11:51:46.618 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 224, similarity: 0.9999686479568481, rmse: 0.04105856269598007
2025-06-09 11:51:46.635 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 256, similarity: 0.999972403049469, rmse: 0.03847222030162811
2025-06-09 11:51:46.652 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 288, similarity: 0.9999769330024719, rmse: 0.035209231078624725
2025-06-09 11:51:46.669 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 320, similarity: 0.9999828338623047, rmse: 0.030435733497142792
2025-06-09 11:51:46.686 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 352, similarity: 0.99998539686203, rmse: 0.02811005897819996
2025-06-09 11:51:46.703 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 384, similarity: 0.9999876022338867, rmse: 0.025778386741876602
2025-06-09 11:51:46.721 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 416, similarity: 0.9999905824661255, rmse: 0.02258053980767727
2025-06-09 11:51:46.738 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 448, similarity: 0.9999914169311523, rmse: 0.021549100056290627
2025-06-09 11:51:46.755 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 480, similarity: 0.9999926090240479, rmse: 0.020051883533596992
2025-06-09 11:51:46.771 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 512, similarity: 0.9999936819076538, rmse: 0.018335947766900063
2025-06-09 11:51:46.788 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 544, similarity: 0.9999951124191284, rmse: 0.016262665390968323
2025-06-09 11:51:46.805 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 576, similarity: 0.9999955892562866, rmse: 0.015502945519983768
2025-06-09 11:51:46.823 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 608, similarity: 0.9999960660934448, rmse: 0.01474261935800314
2025-06-09 11:51:46.840 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 640, similarity: 0.9999964237213135, rmse: 0.013789649121463299
Running SQAttn...:  11%|█         | 3/28 [00:01<00:13,  1.87it/s]2025-06-09 11:51:46.972 | INFO     | sparse_quant_attn.compression.entrance:grid_search_block_window_size_8bit_only:118 - Starting grid search for optimal window sizes for layer 3
2025-06-09 11:51:46.995 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 32, similarity: 0.9996702671051025, rmse: 0.13479198515415192
2025-06-09 11:51:47.012 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 64, similarity: 0.9998401403427124, rmse: 0.0938434824347496
2025-06-09 11:51:47.029 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 96, similarity: 0.999901294708252, rmse: 0.0737830325961113
2025-06-09 11:51:47.046 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 128, similarity: 0.9999366998672485, rmse: 0.05912671983242035
2025-06-09 11:51:47.063 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 160, similarity: 0.9999608993530273, rmse: 0.046430476009845734
2025-06-09 11:51:47.080 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 192, similarity: 0.9999715089797974, rmse: 0.03969661891460419
2025-06-09 11:51:47.097 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 224, similarity: 0.9999762773513794, rmse: 0.036225032061338425
2025-06-09 11:51:47.114 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 256, similarity: 0.9999794960021973, rmse: 0.033714357763528824
2025-06-09 11:51:47.131 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 288, similarity: 0.9999819993972778, rmse: 0.03155450522899628
2025-06-09 11:51:47.148 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 320, similarity: 0.9999837875366211, rmse: 0.02995380572974682
2025-06-09 11:51:47.165 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 352, similarity: 0.9999852776527405, rmse: 0.028489764779806137
2025-06-09 11:51:47.182 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 384, similarity: 0.9999869465827942, rmse: 0.026907887309789658
2025-06-09 11:51:47.200 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 416, similarity: 0.9999880790710449, rmse: 0.02571471780538559
2025-06-09 11:51:47.216 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 448, similarity: 0.9999887943267822, rmse: 0.024914570152759552
2025-06-09 11:51:47.233 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 480, similarity: 0.9999893307685852, rmse: 0.024322528392076492
2025-06-09 11:51:47.251 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 512, similarity: 0.9999896883964539, rmse: 0.023824572563171387
2025-06-09 11:51:47.268 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 544, similarity: 0.9999901652336121, rmse: 0.023260824382305145
2025-06-09 11:51:47.285 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 576, similarity: 0.9999911785125732, rmse: 0.022140759974718094
2025-06-09 11:51:47.302 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 608, similarity: 0.9999920725822449, rmse: 0.02105792984366417
2025-06-09 11:51:47.318 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 640, similarity: 0.9999923706054688, rmse: 0.02049282379448414
2025-06-09 11:51:47.335 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 672, similarity: 0.9999929666519165, rmse: 0.01982312835752964
2025-06-09 11:51:47.353 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 704, similarity: 0.9999934434890747, rmse: 0.018977679312229156
2025-06-09 11:51:47.372 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 736, similarity: 0.9999939799308777, rmse: 0.018324539065361023
2025-06-09 11:51:47.389 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 768, similarity: 0.9999942183494568, rmse: 0.017909519374370575
2025-06-09 11:51:47.406 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 800, similarity: 0.9999946355819702, rmse: 0.017286019399762154
2025-06-09 11:51:47.423 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 832, similarity: 0.9999951124191284, rmse: 0.01644781604409218
2025-06-09 11:51:47.440 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 864, similarity: 0.9999957084655762, rmse: 0.015488643199205399
2025-06-09 11:51:47.457 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 896, similarity: 0.9999961256980896, rmse: 0.01465141586959362
2025-06-09 11:51:47.474 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 928, similarity: 0.9999964237213135, rmse: 0.014348079450428486
2025-06-09 11:51:47.491 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 960, similarity: 0.9999964237213135, rmse: 0.014026551507413387
2025-06-09 11:51:47.508 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 992, similarity: 0.9999967813491821, rmse: 0.013369600288569927
Running SQAttn...:  14%|█▍        | 4/28 [00:02<00:14,  1.70it/s]2025-06-09 11:51:47.663 | INFO     | sparse_quant_attn.compression.entrance:grid_search_block_window_size_8bit_only:118 - Starting grid search for optimal window sizes for layer 4
2025-06-09 11:51:47.684 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 32, similarity: 0.9995322823524475, rmse: 0.16431786119937897
2025-06-09 11:51:47.701 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 64, similarity: 0.9997113347053528, rmse: 0.12909074127674103
2025-06-09 11:51:47.718 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 96, similarity: 0.9997973442077637, rmse: 0.10817337036132812
2025-06-09 11:51:47.735 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 128, similarity: 0.9998545050621033, rmse: 0.09163879603147507
2025-06-09 11:51:47.752 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 160, similarity: 0.9998959898948669, rmse: 0.0775294229388237
2025-06-09 11:51:47.769 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 192, similarity: 0.9999125003814697, rmse: 0.07107057422399521
2025-06-09 11:51:47.785 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 224, similarity: 0.9999349117279053, rmse: 0.06130123510956764
2025-06-09 11:51:47.802 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 256, similarity: 0.9999462366104126, rmse: 0.05572379752993584
2025-06-09 11:51:47.819 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 288, similarity: 0.9999566078186035, rmse: 0.050082094967365265
2025-06-09 11:51:47.838 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 320, similarity: 0.9999651312828064, rmse: 0.04486839100718498
2025-06-09 11:51:47.855 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 352, similarity: 0.9999707937240601, rmse: 0.04111020267009735
2025-06-09 11:51:47.872 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 384, similarity: 0.9999735355377197, rmse: 0.039064303040504456
2025-06-09 11:51:47.889 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 416, similarity: 0.999977707862854, rmse: 0.0358770526945591
2025-06-09 11:51:47.906 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 448, similarity: 0.9999814033508301, rmse: 0.032780721783638
2025-06-09 11:51:47.922 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 480, similarity: 0.9999843835830688, rmse: 0.030059413984417915
2025-06-09 11:51:47.939 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 512, similarity: 0.9999861717224121, rmse: 0.02837250754237175
2025-06-09 11:51:47.957 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 544, similarity: 0.9999886155128479, rmse: 0.025609135627746582
2025-06-09 11:51:47.974 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 576, similarity: 0.9999896883964539, rmse: 0.024407945573329926
2025-06-09 11:51:47.991 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 608, similarity: 0.9999909400939941, rmse: 0.022934595122933388
2025-06-09 11:51:48.007 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 640, similarity: 0.9999924302101135, rmse: 0.020972615107893944
2025-06-09 11:51:48.025 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 672, similarity: 0.9999936819076538, rmse: 0.019171863794326782
2025-06-09 11:51:48.042 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 704, similarity: 0.9999943971633911, rmse: 0.018152836710214615
2025-06-09 11:51:48.059 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 736, similarity: 0.9999948143959045, rmse: 0.01722252555191517
2025-06-09 11:51:48.076 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 768, similarity: 0.9999956488609314, rmse: 0.015963347628712654
2025-06-09 11:51:48.093 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 800, similarity: 0.9999962449073792, rmse: 0.014627990312874317
2025-06-09 11:51:48.110 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 832, similarity: 0.9999967813491821, rmse: 0.013622632250189781
Running SQAttn...:  18%|█▊        | 5/28 [00:02<00:13,  1.69it/s]2025-06-09 11:51:48.243 | INFO     | sparse_quant_attn.compression.entrance:grid_search_block_window_size_8bit_only:118 - Starting grid search for optimal window sizes for layer 5
2025-06-09 11:51:48.267 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 32, similarity: 0.9993710517883301, rmse: 0.1919904500246048
2025-06-09 11:51:48.283 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 64, similarity: 0.9996694922447205, rmse: 0.139186829328537
2025-06-09 11:51:48.300 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 96, similarity: 0.9997737407684326, rmse: 0.1151658371090889
2025-06-09 11:51:48.317 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 128, similarity: 0.9998321533203125, rmse: 0.09916754812002182
2025-06-09 11:51:48.334 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 160, similarity: 0.9998693466186523, rmse: 0.08753544837236404
2025-06-09 11:51:48.351 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 192, similarity: 0.999894917011261, rmse: 0.07850394397974014
2025-06-09 11:51:48.368 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 224, similarity: 0.9999151825904846, rmse: 0.07053189724683762
2025-06-09 11:51:48.385 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 256, similarity: 0.9999258518218994, rmse: 0.06595289707183838
2025-06-09 11:51:48.402 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 288, similarity: 0.9999362826347351, rmse: 0.061089273542165756
2025-06-09 11:51:48.419 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 320, similarity: 0.9999449253082275, rmse: 0.056834347546100616
2025-06-09 11:51:48.437 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 352, similarity: 0.9999507665634155, rmse: 0.05372437462210655
2025-06-09 11:51:48.454 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 384, similarity: 0.9999568462371826, rmse: 0.050289127975702286
2025-06-09 11:51:48.470 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 416, similarity: 0.9999621510505676, rmse: 0.04714284837245941
2025-06-09 11:51:48.487 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 448, similarity: 0.9999663233757019, rmse: 0.04440184310078621
2025-06-09 11:51:48.505 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 480, similarity: 0.9999700784683228, rmse: 0.04188833758234978
2025-06-09 11:51:48.522 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 512, similarity: 0.9999737739562988, rmse: 0.0391535721719265
2025-06-09 11:51:48.539 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 544, similarity: 0.9999769330024719, rmse: 0.03677549213171005
2025-06-09 11:51:48.556 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 576, similarity: 0.9999792575836182, rmse: 0.03487129509449005
2025-06-09 11:51:48.573 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 608, similarity: 0.9999812841415405, rmse: 0.033079903572797775
2025-06-09 11:51:48.590 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 640, similarity: 0.9999836087226868, rmse: 0.03098885528743267
2025-06-09 11:51:48.607 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 672, similarity: 0.9999858140945435, rmse: 0.028695814311504364
2025-06-09 11:51:48.625 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 704, similarity: 0.9999873638153076, rmse: 0.02713673934340477
2025-06-09 11:51:48.642 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 736, similarity: 0.9999883770942688, rmse: 0.02597871795296669
2025-06-09 11:51:48.660 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 768, similarity: 0.9999895691871643, rmse: 0.024716675281524658
2025-06-09 11:51:48.677 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 800, similarity: 0.9999908208847046, rmse: 0.02325291745364666
2025-06-09 11:51:48.694 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 832, similarity: 0.999992311000824, rmse: 0.021164316684007645
2025-06-09 11:51:48.711 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 864, similarity: 0.9999938011169434, rmse: 0.019052967429161072
2025-06-09 11:51:48.728 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 896, similarity: 0.999994695186615, rmse: 0.017694786190986633
2025-06-09 11:51:48.745 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 928, similarity: 0.9999949932098389, rmse: 0.01695403829216957
